   1.0000000e+00   2.0000000e+00   2.1186056e+01   4.2672185e+01
   1.0000000e+00   4.0000000e+00   2.8033276e+02   2.8891641e+02
   1.0000000e+00   4.0000000e+00   3.3427094e+02   3.3080251e+02
   1.0000000e+00   1.0000000e+00   2.6072497e+02   2.6824660e+02
   1.0000000e+00   4.0000000e+00   2.0253211e+02   2.4787367e+02
   1.0000000e+00   4.0000000e+00   1.1776248e+02   1.1396249e+02
   1.0000000e+00   4.0000000e+00   3.1563712e+02   3.2339293e+02
   1.0000000e+00   3.0000000e+00   2.4840704e+02   7.0237579e+01
   1.0000000e+00   1.0000000e+00   4.8785707e+01   5.6618524e+01
   1.0000000e+00   4.0000000e+00   1.3912956e+01   2.2236697e+01
   1.0000000e+00   1.0000000e+00   1.9239843e+02   2.0446554e+02
   1.0000000e+00   4.0000000e+00   4.9321992e+01   4.2805069e+01
   1.0000000e+00   3.0000000e+00   1.8856457e+02   1.9995159e+02
   1.0000000e+00   4.0000000e+00   1.4875558e+02   3.2799462e+02
   1.0000000e+00   3.0000000e+00   1.8654497e+02   1.9381080e+02
   1.0000000e+00   4.0000000e+00   1.5814072e+02   1.4844041e+02
   1.0000000e+00   3.0000000e+00   1.6651746e+02   1.3557294e+02
   1.0000000e+00   2.0000000e+00   3.1676895e+02   3.2684208e+02
   1.0000000e+00   1.0000000e+00   2.1761002e+02   2.2253491e+02
   1.0000000e+00   2.0000000e+00   2.8610709e+02   3.0815723e+02
   1.0000000e+00   3.0000000e+00   2.9334130e+02   3.0505660e+02
   1.0000000e+00   1.0000000e+00   1.5588689e+01   1.5642246e+01
   1.0000000e+00   3.0000000e+00   2.1358858e+02   2.0576933e+02
   1.0000000e+00   2.0000000e+00   1.2610760e+02   1.4542284e+02
   1.0000000e+00   3.0000000e+00   1.1991935e+02   1.6182198e+02
   1.0000000e+00   3.0000000e+00   1.2686538e+02   2.2173190e+02
   1.0000000e+00   4.0000000e+00   2.7434911e+02   5.1737234e+01
   1.0000000e+00   2.0000000e+00   3.2764761e+02   3.3654767e+02
   1.0000000e+00   4.0000000e+00   3.3992486e+02   3.1855618e+02
   1.0000000e+00   3.0000000e+00   2.2927964e+02   1.2515887e+02
   1.0000000e+00   4.0000000e+00   2.0545278e+02   2.2044320e+02
   1.0000000e+00   1.0000000e+00   3.3429309e+02   3.4300671e+02
   1.0000000e+00   2.0000000e+00   9.4237595e+01   9.9360191e+01
   1.0000000e+00   2.0000000e+00   1.3509317e+02   1.2818179e+02
   1.0000000e+00   3.0000000e+00   4.9615146e+01   4.3994914e+01
   1.0000000e+00   4.0000000e+00   8.4660714e+01   1.1894001e+02
   1.0000000e+00   1.0000000e+00   1.9660049e+02   3.1479013e+02
   1.0000000e+00   4.0000000e+00   2.1881497e+02   3.1939871e+02
   1.0000000e+00   4.0000000e+00   2.5047799e+02   2.1353869e+02
   1.0000000e+00   3.0000000e+00   3.2472136e+02   3.1802794e+02
   1.0000000e+00   1.0000000e+00   2.6472625e+02   2.6140618e+02
   1.0000000e+00   2.0000000e+00   3.2619125e+02   3.3560470e+02
   1.0000000e+00   1.0000000e+00   2.2731938e+02   2.1957190e+02
   1.0000000e+00   1.0000000e+00   3.4377336e+02   3.3881117e+02
   1.0000000e+00   2.0000000e+00   3.2271002e+02   3.2882205e+02
   1.0000000e+00   2.0000000e+00   3.5371323e+02   3.5560129e+02
   1.0000000e+00   1.0000000e+00   7.7523227e+01   7.0486388e+01
   1.0000000e+00   2.0000000e+00   3.4707484e+00   5.8796521e+00
   1.0000000e+00   3.0000000e+00   2.6966808e+02   1.4219347e+02
